MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LotConfig,Neighborhood,Condition1,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,2ndFlrSF,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,ScreenPorch,PoolArea,MoSold,SaleCondition,SalePrice,YrSold
60,RL,121.0,16059,Pave,Reg,Corner,NoRidge,Norm,2Story,8,5,1991,1992,Hip,CompShg,HdBoard,284.0,Gd,TA,CBlock,Gd,TA,No,Unf,0,Unf,1288,1288,GasA,Ex,Y,SBrkr,1116,0,2,1,4,1,Gd,9,Typ,1,Attchd,1991.0,Unf,462,TA,TA,Y,127,82,0,0,0,4,Normal,260000,2006
60,RL,122.0,11911,Pave,IR2,Inside,Gilbert,Norm,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,684,684,GasA,Ex,Y,SBrkr,876,0,2,1,3,1,Gd,6,Typ,1,BuiltIn,2005.0,Fin,400,TA,TA,Y,100,38,0,0,0,3,Normal,174000,2009
160,FV,40.0,3951,Pave,Reg,Corner,Somerst,Norm,2Story,6,5,2009,2009,Gable,CompShg,VinylSd,76.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,612,612,GasA,Ex,Y,SBrkr,612,0,2,1,2,1,Gd,4,Typ,0,Detchd,2009.0,RFn,528,TA,TA,Y,0,234,0,0,0,6,Partial,164500,2009
20,RL,85.0,8500,Pave,Reg,Inside,NAmes,Norm,1Story,5,3,1961,1961,Hip,CompShg,HdBoard,203.0,TA,TA,CBlock,TA,TA,No,Rec,600,Unf,635,1235,GasA,TA,Y,SBrkr,0,0,1,0,2,1,TA,6,Typ,0,Attchd,1961.0,Unf,480,TA,TA,Y,0,0,0,0,0,12,Abnorml,98600,2006
30,RL,80.0,13360,Pave,IR1,Inside,Crawfor,Norm,1Story,5,7,1921,2006,Gable,CompShg,Wd Sdng,0.0,TA,Gd,BrkTil,Gd,TA,No,ALQ,713,Unf,163,876,GasA,Ex,Y,SBrkr,0,1,1,0,2,1,TA,5,Typ,0,Detchd,1921.0,Unf,432,TA,TA,Y,0,0,44,0,0,8,Normal,163500,2009
190,C (all),60.0,7200,Pave,Reg,Corner,OldTown,Norm,2.5Unf,6,6,1910,1998,Hip,CompShg,MetalSd,0.0,TA,TA,BrkTil,TA,Fa,Mn,Rec,1046,Unf,168,1214,GasW,Ex,N,SBrkr,1031,0,2,0,4,2,TA,9,Typ,1,Detchd,1900.0,Unf,506,TA,TA,Y,0,0,0,99,0,11,Normal,133900,2007
60,RL,69.0,9337,Pave,IR1,Inside,CollgCr,Norm,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,0.0,TA,Gd,PConc,Gd,TA,No,GLQ,648,Unf,176,824,GasA,Ex,Y,SBrkr,881,1,2,1,3,1,Gd,7,Typ,0,Attchd,1997.0,RFn,684,TA,TA,Y,0,162,0,0,0,5,Normal,204750,2007
20,RL,78.0,10264,Pave,IR1,Inside,CollgCr,Norm,1Story,7,5,1999,1999,Gable,CompShg,VinylSd,183.0,Gd,TA,PConc,Gd,TA,Av,ALQ,1162,Unf,426,1588,GasA,Ex,Y,SBrkr,0,0,2,0,3,1,Gd,6,Typ,0,Attchd,1999.0,RFn,472,TA,TA,Y,158,29,0,0,0,8,Normal,214000,2006
20,RL,73.0,10921,Pave,Reg,Inside,Edwards,Norm,1Story,4,5,1965,1965,Hip,CompShg,HdBoard,48.0,TA,TA,CBlock,TA,TA,No,Rec,520,Unf,440,960,GasA,TA,Y,FuseF,0,1,1,0,3,1,TA,6,Typ,0,Attchd,1965.0,Fin,432,TA,TA,P,120,0,0,0,0,5,Normal,94750,2007
30,RL,85.0,10625,Pave,Reg,Corner,Edwards,Norm,1Story,5,5,1920,1950,Gable,CompShg,Wd Sdng,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,108,Unf,350,458,GasA,Fa,N,SBrkr,0,0,1,0,2,1,TA,5,Typ,0,Basment,1920.0,Unf,366,Fa,TA,Y,0,0,77,0,0,5,Abnorml,83000,2010
60,RL,77.0,9206,Pave,Reg,Inside,SawyerW,Norm,2Story,6,5,1985,1985,Gable,CompShg,HdBoard,336.0,Gd,TA,CBlock,Gd,TA,No,Unf,0,Unf,741,741,GasA,TA,Y,SBrkr,755,0,2,1,3,1,Gd,7,Typ,1,Attchd,1985.0,Fin,476,TA,TA,Y,192,46,0,0,0,6,Normal,178000,2010
20,RL,94.0,10402,Pave,IR1,Corner,CollgCr,Norm,1Story,7,5,2009,2009,Gable,CompShg,VinylSd,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,1226,1226,GasA,Ex,Y,SBrkr,0,0,2,0,3,1,Gd,6,Typ,0,Attchd,2009.0,RFn,740,TA,TA,Y,0,36,0,0,0,5,Normal,198900,2010
60,FV,75.0,9375,Pave,Reg,Inside,Somerst,Norm,2Story,8,5,2003,2004,Hip,CompShg,VinylSd,768.0,Gd,TA,PConc,Ex,TA,No,Unf,0,Unf,1053,1053,GasA,Ex,Y,SBrkr,939,0,2,1,3,1,Gd,9,Typ,1,Attchd,2003.0,RFn,648,TA,TA,Y,140,45,0,0,0,8,Normal,250000,2008
30,RM,60.0,10800,Pave,Reg,Inside,OldTown,Norm,1Story,4,7,1885,1995,Mansard,CompShg,VinylSd,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,0,Unf,641,641,GasA,Gd,Y,SBrkr,0,0,1,0,2,1,TA,6,Typ,0,Detchd,1954.0,Unf,273,Fa,Fa,N,0,0,0,0,0,8,Normal,100000,2007
20,RM,50.0,6000,Pave,Reg,Inside,OldTown,Norm,1Story,5,5,1948,1950,Gable,CompShg,VinylSd,0.0,TA,TA,CBlock,TA,TA,No,ALQ,104,BLQ,516,789,GasA,Ex,Y,SBrkr,0,0,1,0,2,1,TA,5,Typ,0,Detchd,1948.0,Unf,250,TA,TA,Y,0,0,0,0,0,4,Partial,115000,2008
20,RL,105.0,11751,Pave,IR1,Inside,NWAmes,Norm,1Story,6,6,1977,1977,Hip,CompShg,Plywood,480.0,TA,TA,CBlock,Gd,TA,No,BLQ,705,Unf,1139,1844,GasA,Ex,Y,SBrkr,0,0,2,0,3,1,TA,7,Typ,1,Attchd,1977.0,RFn,546,TA,TA,Y,0,122,0,0,0,1,Normal,190000,2010
50,RL,75.0,9525,Pave,Reg,Inside,Edwards,Norm,1.5Fin,6,4,1954,1972,Gable,CompShg,Wd Sdng,0.0,TA,TA,CBlock,TA,Fa,No,Rec,444,Unf,550,994,GasA,Gd,Y,SBrkr,639,0,2,0,4,1,TA,7,Typ,0,Attchd,1954.0,Unf,325,TA,TA,Y,182,0,0,0,0,10,Normal,136900,2006
60,RL,77.0,9965,Pave,Reg,Inside,CollgCr,Norm,2Story,7,5,2007,2007,Gable,CompShg,VinylSd,220.0,Gd,TA,PConc,Ex,TA,Av,GLQ,984,Unf,280,1264,GasA,Ex,Y,SBrkr,1414,1,2,1,4,1,Ex,10,Typ,1,BuiltIn,2007.0,Fin,792,TA,TA,Y,120,184,0,168,0,10,Partial,383970,2007
70,RL,61.0,7259,Pave,IR1,Inside,Crawfor,Norm,2Story,6,8,1945,2002,Gambrel,CompShg,Wd Sdng,0.0,TA,TA,CBlock,TA,TA,No,ALQ,774,LwQ,104,1028,GasA,Ex,Y,SBrkr,884,1,2,1,3,1,Gd,9,Typ,1,Detchd,1945.0,Unf,180,TA,TA,Y,224,0,0,0,0,7,Normal,259500,2007
160,FV,34.0,3230,Pave,Reg,Corner,Somerst,Norm,2Story,6,5,1999,1999,Gable,CompShg,MetalSd,1129.0,TA,TA,PConc,Gd,TA,No,GLQ,419,Unf,310,729,GasA,Gd,Y,SBrkr,729,0,2,1,2,1,TA,5,Typ,1,Detchd,1999.0,Unf,440,TA,TA,Y,0,32,0,0,0,6,Normal,176000,2007
20,RL,74.0,8536,Pave,Reg,Corner,Edwards,Norm,1Story,5,5,2006,2007,Gable,CompShg,VinylSd,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,1125,1125,GasA,Gd,Y,SBrkr,0,0,1,1,2,1,TA,5,Typ,0,Attchd,2007.0,Unf,430,TA,TA,Y,80,64,0,0,0,4,Partial,155000,2007
60,RL,90.0,12376,Pave,Reg,Corner,SawyerW,Norm,2Story,7,5,1990,1990,Hip,CompShg,Plywood,0.0,TA,TA,PConc,Gd,TA,Mn,GLQ,1470,Unf,203,1673,GasA,Gd,Y,SBrkr,1523,1,3,0,5,1,Gd,11,Typ,2,Attchd,1990.0,Unf,594,TA,TA,Y,367,0,0,0,0,5,Normal,320000,2010
60,RL,65.0,8461,Pave,Reg,Inside,CollgCr,Norm,2Story,6,5,2005,2006,Gable,CompShg,VinylSd,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,728,728,GasA,Ex,Y,SBrkr,728,0,2,1,3,1,Gd,8,Typ,1,Attchd,2005.0,Fin,390,TA,TA,Y,0,24,0,0,0,7,Partial,163990,2006
50,RM,50.0,6060,Pave,Reg,Inside,IDOTRR,Norm,1.5Fin,4,5,1939,1950,Gable,CompShg,AsbShng,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,732,732,GasA,Gd,Y,SBrkr,351,0,1,0,3,1,TA,4,Typ,0,Detchd,1979.0,Unf,264,TA,TA,P,0,0,140,0,0,6,Normal,100000,2007
20,RL,75.0,9464,Pave,Reg,Corner,NAmes,Norm,1Story,6,7,1958,1958,Hip,CompShg,MetalSd,135.0,TA,Gd,CBlock,TA,TA,No,BLQ,570,Unf,510,1080,GasA,Gd,Y,SBrkr,0,0,1,0,3,1,TA,5,Typ,0,Attchd,1958.0,Unf,288,TA,TA,Y,0,0,0,130,0,6,Normal,136000,2008
120,RL,55.0,7892,Pave,Reg,Inside,SawyerW,Norm,1Story,6,5,1993,1993,Gable,CompShg,Plywood,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,300,Unf,899,1199,GasA,Ex,Y,SBrkr,0,0,2,0,2,1,Gd,5,Typ,0,Attchd,1993.0,RFn,530,TA,TA,Y,0,63,0,0,0,3,Normal,153900,2008
20,RL,48.0,17043,Pave,IR1,CulDSac,NWAmes,Norm,1Story,6,5,1979,1998,Gable,CompShg,HdBoard,0.0,TA,Gd,CBlock,Gd,Fa,No,Unf,0,Unf,1362,1362,GasA,TA,Y,SBrkr,0,0,2,0,3,1,TA,7,Typ,1,Attchd,1979.0,Unf,435,TA,TA,Y,192,0,0,0,0,1,Normal,181000,2009
60,RL,69.0,7590,Pave,Reg,Inside,NAmes,PosN,2Story,6,5,1966,1966,Gable,CompShg,VinylSd,266.0,TA,TA,CBlock,TA,TA,No,BLQ,512,Unf,148,660,GasA,TA,Y,SBrkr,688,0,1,1,3,1,TA,6,Typ,1,Attchd,1966.0,RFn,453,TA,TA,Y,188,108,0,0,0,7,Normal,155000,2006
20,RL,69.0,8973,Pave,Reg,Inside,NAmes,Norm,1Story,5,7,1958,1991,Gable,CompShg,Plywood,85.0,TA,TA,CBlock,TA,TA,No,Rec,567,BLQ,413,1008,GasA,TA,Y,FuseA,0,0,1,1,3,1,Ex,6,Typ,0,2Types,1998.0,RFn,750,TA,TA,Y,0,80,0,0,0,7,Abnorml,150000,2006
60,RL,88.0,14200,Pave,Reg,Corner,NAmes,Norm,2Story,7,6,1966,1966,Gable,CompShg,MetalSd,309.0,TA,TA,CBlock,TA,TA,No,Rec,445,Unf,479,924,GasA,Ex,Y,SBrkr,941,0,2,1,4,1,Gd,8,Typ,2,Attchd,1966.0,Fin,487,TA,TA,Y,105,66,0,0,0,5,Normal,226000,2006
20,RL,75.0,7388,Pave,Reg,Corner,NAmes,Norm,1Story,5,6,1959,2002,Gable,CompShg,MetalSd,0.0,TA,TA,CBlock,TA,TA,No,Rec,405,Unf,658,1063,GasA,Gd,Y,SBrkr,0,1,1,0,3,1,Gd,7,Typ,0,Detchd,1974.0,Unf,624,TA,TA,Y,0,0,0,0,0,7,Normal,150750,2007
20,RL,78.0,10335,Pave,IR1,Inside,Sawyer,Norm,1Story,5,6,1968,1993,Gable,CompShg,Plywood,0.0,TA,TA,CBlock,TA,TA,No,Rec,570,Unf,891,1461,GasA,Gd,Y,SBrkr,0,0,2,1,3,1,TA,7,Min1,1,Attchd,1968.0,RFn,440,TA,TA,Y,0,96,180,0,0,7,Normal,180000,2006
20,RL,80.0,10400,Pave,Reg,Inside,NWAmes,Norm,1Story,7,6,1970,1970,Hip,CompShg,Plywood,288.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,1304,1304,GasA,Gd,Y,SBrkr,0,0,2,0,3,1,TA,7,Typ,1,Attchd,1970.0,Unf,530,TA,TA,Y,98,0,0,0,0,5,Normal,174000,2008
90,RL,82.0,11070,Pave,Reg,Inside,Mitchel,Norm,1Story,7,5,1988,1989,Gable,CompShg,VinylSd,70.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,1907,1907,GasA,Gd,Y,SBrkr,0,0,3,0,5,2,TA,9,Typ,0,2Types,1989.0,Unf,766,TA,TA,Y,0,0,0,0,0,7,Family,171000,2006
60,RL,73.0,9066,Pave,IR1,Inside,CollgCr,Norm,2Story,8,5,1999,2000,Gable,CompShg,VinylSd,320.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,668,Unf,336,1004,GasA,Ex,Y,SBrkr,848,0,2,1,3,1,Gd,7,Typ,2,Attchd,1999.0,Fin,660,TA,TA,Y,224,106,0,0,0,12,Normal,230000,2008
60,RL,65.0,15426,Pave,IR1,Inside,CollgCr,Norm,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,0.0,TA,TA,PConc,Gd,TA,No,GLQ,821,Unf,107,928,GasA,Ex,Y,SBrkr,836,1,2,1,3,1,Gd,7,Typ,0,Attchd,1997.0,RFn,470,TA,TA,Y,276,99,0,0,0,8,Normal,231500,2009
20,RL,78.0,11645,Pave,Reg,Inside,CollgCr,Norm,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1300,Unf,434,1734,GasA,Ex,Y,SBrkr,0,1,2,0,3,1,Gd,7,Typ,0,Attchd,2005.0,Fin,660,TA,TA,Y,160,24,0,0,0,1,Normal,260000,2006
50,RL,71.0,8520,Pave,Reg,Corner,NAmes,Artery,1.5Fin,5,4,1952,1952,Gable,CompShg,BrkFace,0.0,TA,Fa,CBlock,TA,TA,No,Rec,507,Unf,403,910,GasA,Fa,Y,SBrkr,475,0,2,0,4,1,TA,6,Typ,0,Detchd,2000.0,Unf,720,TA,TA,Y,0,0,0,0,0,6,Normal,166000,2010
20,RL,78.0,10335,Pave,IR1,Inside,CollgCr,Norm,1Story,7,5,1999,1999,Gable,CompShg,VinylSd,183.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,679,Unf,811,1490,GasA,Ex,Y,SBrkr,0,1,2,0,3,1,Gd,6,Typ,0,Attchd,1999.0,RFn,577,TA,TA,Y,144,29,0,0,0,6,Normal,204000,2009
90,RM,70.0,9100,Pave,Reg,Inside,Sawyer,RRAe,1Story,5,5,1963,1963,Gable,CompShg,HdBoard,336.0,TA,TA,CBlock,TA,TA,No,Rec,1332,Unf,396,1728,GasA,TA,Y,SBrkr,0,1,2,0,6,2,TA,10,Typ,0,Detchd,1963.0,Unf,504,TA,TA,Y,0,0,0,0,0,11,Abnorml,125000,2006
160,RM,24.0,2522,Pave,Reg,Inside,Edwards,Norm,2Story,6,5,2004,2006,Gable,CompShg,VinylSd,50.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,970,970,GasA,Ex,Y,SBrkr,739,0,2,0,3,1,Gd,7,Maj1,0,Detchd,2004.0,Unf,380,TA,TA,Y,0,40,0,0,0,4,Normal,130000,2006
30,RM,51.0,6120,Pave,Reg,Corner,BrkSide,Norm,1Story,5,7,1931,1993,Gable,CompShg,Wd Sdng,0.0,TA,TA,BrkTil,TA,TA,No,BLQ,209,Unf,506,715,GasA,TA,Y,FuseA,0,1,1,0,2,1,TA,5,Typ,0,Detchd,1931.0,Unf,180,Fa,TA,Y,48,0,0,0,0,11,Normal,105000,2009
20,RL,120.0,10356,Pave,Reg,Corner,CollgCr,Norm,1Story,5,6,1975,1975,Gable,CompShg,HdBoard,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,716,Unf,253,969,GasA,TA,Y,SBrkr,0,0,1,1,3,1,TA,5,Typ,0,Attchd,1975.0,Unf,440,TA,TA,Y,0,0,0,0,0,1,Normal,122000,2007
20,RL,107.0,13891,Pave,Reg,Inside,NridgHt,Norm,1Story,8,5,2007,2008,Hip,CompShg,VinylSd,436.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1400,Unf,310,1710,GasA,Ex,Y,SBrkr,0,1,2,0,2,1,Gd,6,Typ,1,Attchd,2007.0,RFn,866,TA,TA,Y,0,102,0,0,0,1,Partial,372402,2008
30,RM,84.0,11340,Pave,Reg,Corner,OldTown,Norm,1Story,6,5,1923,1950,Gable,CompShg,Wd Sdng,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,1200,1200,GasA,TA,Y,FuseA,0,0,1,0,4,1,TA,7,Typ,0,Detchd,1923.0,Unf,312,Fa,Fa,Y,0,0,228,0,0,3,Family,125000,2006
60,RL,92.0,12003,Pave,Reg,Corner,Timber,Norm,2Story,8,5,2009,2010,Gable,CompShg,VinylSd,84.0,Gd,TA,PConc,Ex,TA,No,Unf,0,Unf,774,774,GasA,Ex,Y,SBrkr,1194,0,2,1,4,1,Ex,8,Typ,1,BuiltIn,2009.0,Fin,680,TA,TA,Y,0,75,0,0,0,5,Partial,269500,2010
60,FV,100.0,12552,Pave,Reg,Corner,Somerst,Norm,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,222,Unf,769,991,GasA,Ex,Y,SBrkr,956,0,2,1,3,1,Gd,8,Typ,1,Attchd,2004.0,RFn,678,TA,TA,Y,0,136,0,0,0,5,Normal,254900,2010
60,RL,134.0,19378,Pave,IR1,Corner,Gilbert,Norm,2Story,7,5,2005,2006,Gable,CompShg,VinylSd,456.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,57,Unf,1335,1392,GasA,Ex,Y,SBrkr,1070,1,2,1,4,1,Gd,9,Typ,1,Attchd,2006.0,RFn,576,TA,TA,Y,239,132,0,0,0,3,Partial,320000,2006
60,RL,110.0,13688,Pave,IR1,Inside,NridgHt,Norm,2Story,9,5,2003,2004,Gable,CompShg,VinylSd,664.0,Gd,TA,PConc,Ex,TA,Av,GLQ,1016,Unf,556,1572,GasA,Ex,Y,SBrkr,1096,1,2,1,3,1,Ex,10,Typ,2,BuiltIn,2003.0,Fin,726,TA,TA,Y,400,0,0,0,0,3,Normal,412500,2008
20,RL,95.0,12182,Pave,Reg,Corner,NridgHt,Norm,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,226.0,Gd,TA,PConc,Gd,TA,Mn,BLQ,1201,Unf,340,1541,GasA,Ex,Y,SBrkr,0,0,2,0,3,1,Gd,7,Typ,1,Attchd,2005.0,RFn,532,TA,TA,Y,0,70,0,0,0,5,Partial,220000,2010
40,RM,40.0,5400,Pave,Reg,Corner,OldTown,Norm,1Story,6,7,1926,2004,Gable,CompShg,MetalSd,0.0,TA,Gd,BrkTil,TA,TA,Mn,LwQ,370,Unf,779,1149,GasA,Gd,Y,FuseA,467,0,2,0,3,1,Gd,5,Typ,0,Detchd,1926.0,Unf,216,TA,TA,Y,0,0,183,0,0,10,Normal,152000,2007
60,RL,86.0,10562,Pave,Reg,Inside,NridgHt,Norm,2Story,8,5,2007,2007,Gable,CompShg,VinylSd,300.0,Gd,TA,PConc,Ex,TA,No,GLQ,1288,Unf,294,1582,GasA,Ex,Y,SBrkr,551,1,1,1,3,1,Ex,8,Typ,1,Attchd,2007.0,Fin,789,TA,TA,Y,178,120,0,0,0,11,Partial,325624,2007
60,RL,62.0,8244,Pave,IR1,Inside,Gilbert,Norm,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,840,840,GasA,Ex,Y,SBrkr,880,0,2,1,3,1,Gd,7,Typ,1,Attchd,2004.0,Fin,440,TA,TA,Y,100,48,0,0,0,5,Normal,183500,2007
20,RL,141.0,31770,Pave,IR1,Corner,NAmes,Norm,1Story,6,5,1960,1960,Hip,CompShg,BrkFace,112.0,TA,TA,CBlock,TA,Gd,Gd,BLQ,639,Unf,441,1080,GasA,Fa,Y,SBrkr,0,1,1,0,3,1,TA,7,Typ,2,Attchd,1960.0,Fin,528,TA,TA,P,210,62,0,0,0,5,Normal,215000,2010
160,RL,44.0,5306,Pave,IR1,Inside,StoneBr,Norm,2Story,7,7,1987,1987,Gable,CompShg,HdBoard,0.0,Gd,Gd,PConc,Gd,Gd,No,GLQ,495,Rec,354,1064,GasA,Gd,Y,SBrkr,703,1,2,0,2,1,Gd,5,Typ,1,Attchd,1987.0,RFn,504,Gd,TA,Y,441,35,0,0,0,6,Normal,239000,2006
20,RL,80.0,10197,Pave,IR1,Inside,NAmes,Norm,1Story,6,5,1961,1961,Gable,CompShg,WdShing,491.0,TA,TA,CBlock,TA,TA,No,ALQ,288,Rec,700,1362,GasA,TA,Y,SBrkr,0,1,1,1,3,1,TA,6,Typ,1,Attchd,1961.0,Unf,504,TA,TA,Y,0,20,0,0,0,6,Normal,163000,2008
20,RL,47.0,12416,Pave,IR1,Inside,Timber,Norm,1Story,6,5,1986,1986,Gable,CompShg,VinylSd,132.0,TA,TA,CBlock,Gd,Fa,No,ALQ,1398,LwQ,0,1606,GasA,TA,Y,SBrkr,0,1,2,0,3,1,TA,7,Min2,1,Attchd,1986.0,Fin,616,TA,TA,Y,192,0,0,0,0,11,Normal,184000,2008
20,RL,84.0,12615,Pave,Reg,Corner,Edwards,Norm,1Story,6,7,1950,2001,Gable,CompShg,WdShing,0.0,TA,TA,CBlock,TA,Gd,Av,ALQ,477,Unf,725,1202,GasA,TA,Y,SBrkr,0,1,2,0,4,1,Gd,7,Typ,1,Attchd,1950.0,Unf,576,TA,TA,Y,0,29,39,0,0,6,Normal,243000,2007
60,RL,97.0,10029,Pave,IR1,Corner,ClearCr,Norm,2Story,6,5,1988,1989,Gable,CompShg,Plywood,268.0,Gd,TA,PConc,Gd,TA,No,GLQ,831,Unf,320,1151,GasA,TA,Y,SBrkr,896,0,2,1,4,1,TA,8,Typ,1,Attchd,1988.0,Unf,521,TA,TA,Y,0,228,0,192,0,9,Normal,211000,2007
20,RL,63.0,17423,Pave,IR1,CulDSac,StoneBr,Norm,1Story,9,5,2008,2009,Hip,CompShg,VinylSd,748.0,Ex,TA,PConc,Ex,TA,No,GLQ,1904,Unf,312,2216,GasA,Ex,Y,SBrkr,0,1,2,0,1,1,Ex,9,Typ,1,Attchd,2009.0,Fin,1166,TA,TA,Y,0,60,0,0,0,7,Partial,501837,2009
30,RM,60.0,8520,Pave,Reg,Inside,OldTown,Norm,1Story,5,6,1923,2006,Gable,CompShg,Wd Sdng,0.0,Gd,TA,CBlock,TA,TA,No,Unf,0,Unf,968,968,GasA,TA,Y,SBrkr,0,0,1,0,2,1,TA,5,Typ,0,Detchd,1935.0,Unf,480,Fa,TA,N,0,0,184,0,0,7,Normal,100000,2007
70,RL,54.0,7588,Pave,Reg,Inside,Crawfor,Norm,2Story,7,6,1920,1950,Gable,CompShg,Stucco,0.0,TA,TA,BrkTil,Fa,TA,No,LwQ,352,Unf,441,793,GasA,Gd,Y,SBrkr,901,0,1,1,4,1,TA,9,Typ,1,Detchd,1920.0,Unf,216,Fa,TA,Y,0,0,40,0,0,7,Normal,200100,2006
50,RM,63.0,11426,Pave,Reg,Inside,OldTown,Norm,1.5Fin,7,5,2003,2003,Gable,CompShg,VinylSd,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,1362,1362,GasA,Ex,Y,SBrkr,720,0,2,1,3,1,Gd,6,Mod,0,Detchd,2003.0,Unf,484,TA,TA,N,280,238,0,0,0,6,Normal,200000,2008
50,RL,92.0,7438,Pave,IR1,Inside,BrkSide,RRAn,1.5Fin,5,8,1908,1991,Gable,CompShg,AsbShng,0.0,TA,TA,PConc,Fa,TA,No,Unf,0,Unf,504,504,GasA,Gd,Y,SBrkr,316,0,1,0,3,1,TA,5,Typ,0,Attchd,1986.0,Unf,576,TA,TA,Y,104,0,0,0,0,6,Normal,127000,2006
75,RM,90.0,22950,Pave,IR2,Inside,OldTown,Artery,2.5Fin,10,9,1892,1993,Gable,WdShngl,Wd Sdng,0.0,Gd,Gd,BrkTil,TA,TA,Mn,Unf,0,Unf,1107,1107,GasA,Ex,Y,SBrkr,1518,0,2,1,4,1,Ex,12,Typ,2,Detchd,1993.0,Unf,840,Ex,TA,Y,0,260,0,410,0,6,Normal,475000,2006
50,RL,60.0,10410,Pave,Reg,Inside,OldTown,Norm,1.5Fin,5,7,1916,1987,Gable,CompShg,HdBoard,0.0,TA,TA,CBlock,Fa,TA,No,Unf,0,Unf,660,660,GasA,Ex,Y,SBrkr,704,0,2,1,3,1,TA,8,Min2,0,Detchd,1916.0,Unf,180,Fa,Fa,N,0,0,0,0,0,8,Normal,135000,2009
90,RL,64.0,7018,Pave,Reg,Inside,SawyerW,Feedr,SFoyer,5,5,1979,1979,Gable,CompShg,Plywood,275.0,TA,TA,CBlock,Gd,TA,Av,GLQ,1086,Unf,0,1086,GasA,TA,Y,SBrkr,0,2,0,2,2,2,TA,6,Typ,2,Detchd,1979.0,Unf,528,TA,TA,Y,120,0,0,0,0,6,Alloca,153337,2009
120,RL,41.0,4923,Pave,Reg,Inside,StoneBr,Norm,1Story,8,5,2001,2002,Gable,CompShg,CemntBd,0.0,Gd,TA,PConc,Ex,TA,Av,GLQ,1153,Unf,440,1593,GasA,Ex,Y,SBrkr,0,1,1,1,0,1,Ex,5,Typ,1,Attchd,2001.0,Fin,682,TA,TA,Y,0,120,0,224,0,8,Normal,286000,2008
70,RL,70.0,10570,Pave,Reg,Inside,Crawfor,Norm,2Story,8,8,1932,1994,Hip,CompShg,BrkFace,0.0,Gd,TA,CBlock,Gd,Gd,No,Rec,297,Unf,556,853,GasA,TA,Y,SBrkr,1178,0,2,1,3,1,Gd,10,Maj1,2,Detchd,1932.0,Unf,440,TA,TA,Y,0,74,0,0,0,12,Normal,315000,2007
20,RL,68.0,9017,Pave,IR1,Inside,CollgCr,Norm,1Story,7,5,1999,1999,Gable,CompShg,VinylSd,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,560,Unf,871,1431,GasA,Ex,Y,SBrkr,0,1,2,0,3,1,Gd,6,Typ,0,Attchd,1999.0,Fin,666,TA,TA,Y,0,35,0,0,0,9,Normal,192000,2009
160,RM,24.0,2522,Pave,Reg,Inside,Edwards,Norm,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,50.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,970,970,GasA,Ex,Y,SBrkr,739,0,2,0,3,1,Gd,7,Maj1,0,Detchd,2004.0,Unf,380,TA,TA,Y,0,40,0,0,0,5,Normal,130000,2006
